case_id,用例类型,场景标签,原始地址,省,市,区县,街道,门牌号,小区,楼栋,单元,室号,邮编,经纬度,预期标准化地址,预期判定,是否需人工复核,备注
CNADDR-0651,integration,标准地址,广东省深圳市罗湖区南京西路562号东方明珠花园14栋8单元859室,广东省,深圳市,罗湖区,南京西路,562号,东方明珠花园,14栋,8单元,859室,518651,114.082000|22.572000,广东省深圳市罗湖区南京西路562号 东方明珠花园14栋8单元859室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0652,integration,标准地址,江苏省苏州市虎丘区人民路569号海纳公馆17栋5单元870室,江苏省,苏州市,虎丘区,人民路,569号,海纳公馆,17栋,5单元,870室,215652,120.644000|31.324000,江苏省苏州市虎丘区人民路569号 海纳公馆17栋5单元870室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0653,integration,标准地址,湖北省武汉市武昌区建设路576号锦绣家园20栋2单元881室,湖北省,武汉市,武昌区,建设路,576号,锦绣家园,20栋,2单元,881室,430653,114.326000|30.616000,湖北省武汉市武昌区建设路576号 锦绣家园20栋2单元881室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0654,integration,标准地址,湖北省随州市广水市解放大道583号金色华庭3栋7单元892室,湖北省,随州市,广水市,解放大道,583号,金色华庭,3栋,7单元,892室,441954,113.408000|31.718000,湖北省随州市广水市解放大道583号 金色华庭3栋7单元892室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0655,integration,标准地址,上海市上海市浦东新区创新大道590号书香门第6栋4单元903室,上海市,上海市,浦东新区,创新大道,590号,书香门第,6栋,4单元,903室,200655,121.500000|31.260000,上海市上海市浦东新区创新大道590号 书香门第6栋4单元903室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0656,integration,简称/别名,北京市朝阳区科创路597号未来城9幢914室,北京市,北京市,朝阳区,科创路,597号,未来城,9栋,1单元,914室,100656,116.432000|39.932000,北京市北京市朝阳区科创路597号 未来城9栋1单元914室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0657,integration,简称/别名,深圳市罗湖区友谊路604号星河湾12幢925室,广东省,深圳市,罗湖区,友谊路,604号,星河湾,12栋,6单元,925室,518657,114.094000|22.584000,广东省深圳市罗湖区友谊路604号 星河湾12栋6单元925室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0658,integration,缺失门牌,江苏省苏州市虎丘区沿江大道万和府15栋3单元936室,江苏省,苏州市,虎丘区,沿江大道,611号,万和府,15栋,3单元,936室,215658,120.656000|31.336000,江苏省苏州市虎丘区沿江大道611号 万和府15栋3单元936室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0659,integration,疑似不存在,湖北省武汉市武昌区不存在路618号龙湖天街,湖北省,武汉市,武昌区,文化路,618号,龙湖天街,18栋,8单元,947室,430659,114.338000|30.628000,湖北省武汉市武昌区不存在路618号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0660,integration,标准地址,湖北省随州市广水市幸福路625号翡翠城1栋5单元958室,湖北省,随州市,广水市,幸福路,625号,翡翠城,1栋,5单元,958室,441960,113.380000|31.690000,湖北省随州市广水市幸福路625号 翡翠城1栋5单元958室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0661,integration,标准地址,上海市上海市浦东新区世纪大道632号东方明珠花园4栋2单元969室,上海市,上海市,浦东新区,世纪大道,632号,东方明珠花园,4栋,2单元,969室,200661,121.472000|31.232000,上海市上海市浦东新区世纪大道632号 东方明珠花园4栋2单元969室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0662,integration,标准地址,北京市北京市朝阳区中山东一路639号海纳公馆7栋7单元980室,北京市,北京市,朝阳区,中山东一路,639号,海纳公馆,7栋,7单元,980室,100662,116.404000|39.904000,北京市北京市朝阳区中山东一路639号 海纳公馆7栋7单元980室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0663,integration,标准地址,广东省深圳市罗湖区南京西路646号锦绣家园10栋4单元991室,广东省,深圳市,罗湖区,南京西路,646号,锦绣家园,10栋,4单元,991室,518663,114.066000|22.556000,广东省深圳市罗湖区南京西路646号 锦绣家园10栋4单元991室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0664,integration,标准地址,江苏省苏州市虎丘区人民路653号金色华庭13栋1单元1002室,江苏省,苏州市,虎丘区,人民路,653号,金色华庭,13栋,1单元,1002室,215664,120.628000|31.308000,江苏省苏州市虎丘区人民路653号 金色华庭13栋1单元1002室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0665,integration,标准地址,湖北省武汉市武昌区建设路660号书香门第16栋6单元1013室,湖北省,武汉市,武昌区,建设路,660号,书香门第,16栋,6单元,1013室,430665,114.310000|30.600000,湖北省武汉市武昌区建设路660号 书香门第16栋6单元1013室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0666,integration,简称/别名,随州市广水市解放大道667号未来城19幢1024室,湖北省,随州市,广水市,解放大道,667号,未来城,19栋,3单元,1024室,441966,113.392000|31.702000,湖北省随州市广水市解放大道667号 未来城19栋3单元1024室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0667,integration,简称/别名,上海市浦东新区创新大道674号星河湾2幢1035室,上海市,上海市,浦东新区,创新大道,674号,星河湾,2栋,8单元,1035室,200667,121.484000|31.244000,上海市上海市浦东新区创新大道674号 星河湾2栋8单元1035室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0668,integration,缺失门牌,北京市北京市朝阳区科创路万和府5栋5单元1046室,北京市,北京市,朝阳区,科创路,681号,万和府,5栋,5单元,1046室,100668,116.416000|39.916000,北京市北京市朝阳区科创路681号 万和府5栋5单元1046室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0669,integration,疑似不存在,广东省深圳市罗湖区不存在路688号龙湖天街,广东省,深圳市,罗湖区,友谊路,688号,龙湖天街,8栋,2单元,1057室,518669,114.078000|22.568000,广东省深圳市罗湖区不存在路688号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0670,integration,标准地址,江苏省苏州市虎丘区沿江大道695号翡翠城11栋7单元1068室,江苏省,苏州市,虎丘区,沿江大道,695号,翡翠城,11栋,7单元,1068室,215670,120.640000|31.320000,江苏省苏州市虎丘区沿江大道695号 翡翠城11栋7单元1068室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0671,integration,标准地址,湖北省武汉市武昌区文化路702号东方明珠花园14栋4单元1079室,湖北省,武汉市,武昌区,文化路,702号,东方明珠花园,14栋,4单元,1079室,430671,114.322000|30.612000,湖北省武汉市武昌区文化路702号 东方明珠花园14栋4单元1079室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0672,integration,标准地址,湖北省随州市广水市幸福路709号海纳公馆17栋1单元1090室,湖北省,随州市,广水市,幸福路,709号,海纳公馆,17栋,1单元,1090室,441972,113.404000|31.714000,湖北省随州市广水市幸福路709号 海纳公馆17栋1单元1090室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0673,integration,标准地址,上海市上海市浦东新区世纪大道716号锦绣家园20栋6单元1101室,上海市,上海市,浦东新区,世纪大道,716号,锦绣家园,20栋,6单元,1101室,200673,121.496000|31.256000,上海市上海市浦东新区世纪大道716号 锦绣家园20栋6单元1101室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0674,integration,标准地址,北京市北京市朝阳区中山东一路723号金色华庭3栋3单元1112室,北京市,北京市,朝阳区,中山东一路,723号,金色华庭,3栋,3单元,1112室,100674,116.428000|39.928000,北京市北京市朝阳区中山东一路723号 金色华庭3栋3单元1112室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0675,integration,标准地址,广东省深圳市罗湖区南京西路730号书香门第6栋8单元1123室,广东省,深圳市,罗湖区,南京西路,730号,书香门第,6栋,8单元,1123室,518675,114.090000|22.580000,广东省深圳市罗湖区南京西路730号 书香门第6栋8单元1123室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0676,integration,简称/别名,苏州市虎丘区人民路737号未来城9幢1134室,江苏省,苏州市,虎丘区,人民路,737号,未来城,9栋,5单元,1134室,215676,120.652000|31.332000,江苏省苏州市虎丘区人民路737号 未来城9栋5单元1134室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0677,integration,简称/别名,武汉市武昌区建设路744号星河湾12幢1145室,湖北省,武汉市,武昌区,建设路,744号,星河湾,12栋,2单元,1145室,430677,114.334000|30.624000,湖北省武汉市武昌区建设路744号 星河湾12栋2单元1145室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0678,integration,缺失门牌,湖北省随州市广水市解放大道万和府15栋7单元1156室,湖北省,随州市,广水市,解放大道,751号,万和府,15栋,7单元,1156室,441978,113.416000|31.726000,湖北省随州市广水市解放大道751号 万和府15栋7单元1156室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0679,integration,疑似不存在,上海市上海市浦东新区不存在路758号龙湖天街,上海市,上海市,浦东新区,创新大道,758号,龙湖天街,18栋,4单元,1167室,200679,121.508000|31.268000,上海市上海市浦东新区不存在路758号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0680,integration,标准地址,北京市北京市朝阳区科创路765号翡翠城1栋1单元1178室,北京市,北京市,朝阳区,科创路,765号,翡翠城,1栋,1单元,1178室,100680,116.400000|39.900000,北京市北京市朝阳区科创路765号 翡翠城1栋1单元1178室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0681,integration,标准地址,广东省深圳市罗湖区友谊路772号东方明珠花园4栋6单元1189室,广东省,深圳市,罗湖区,友谊路,772号,东方明珠花园,4栋,6单元,1189室,518681,114.062000|22.552000,广东省深圳市罗湖区友谊路772号 东方明珠花园4栋6单元1189室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0682,integration,标准地址,江苏省苏州市虎丘区沿江大道779号海纳公馆7栋3单元1200室,江苏省,苏州市,虎丘区,沿江大道,779号,海纳公馆,7栋,3单元,1200室,215682,120.624000|31.304000,江苏省苏州市虎丘区沿江大道779号 海纳公馆7栋3单元1200室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0683,integration,标准地址,湖北省武汉市武昌区文化路786号锦绣家园10栋8单元1211室,湖北省,武汉市,武昌区,文化路,786号,锦绣家园,10栋,8单元,1211室,430683,114.306000|30.596000,湖北省武汉市武昌区文化路786号 锦绣家园10栋8单元1211室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0684,integration,标准地址,湖北省随州市广水市幸福路793号金色华庭13栋5单元1222室,湖北省,随州市,广水市,幸福路,793号,金色华庭,13栋,5单元,1222室,441984,113.388000|31.698000,湖北省随州市广水市幸福路793号 金色华庭13栋5单元1222室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0685,integration,标准地址,上海市上海市浦东新区世纪大道800号书香门第16栋2单元1233室,上海市,上海市,浦东新区,世纪大道,800号,书香门第,16栋,2单元,1233室,200685,121.480000|31.240000,上海市上海市浦东新区世纪大道800号 书香门第16栋2单元1233室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0686,integration,简称/别名,北京市朝阳区中山东一路807号未来城19幢1244室,北京市,北京市,朝阳区,中山东一路,807号,未来城,19栋,7单元,1244室,100686,116.412000|39.912000,北京市北京市朝阳区中山东一路807号 未来城19栋7单元1244室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0687,integration,简称/别名,深圳市罗湖区南京西路814号星河湾2幢1255室,广东省,深圳市,罗湖区,南京西路,814号,星河湾,2栋,4单元,1255室,518687,114.074000|22.564000,广东省深圳市罗湖区南京西路814号 星河湾2栋4单元1255室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0688,integration,缺失门牌,江苏省苏州市虎丘区人民路万和府5栋1单元1266室,江苏省,苏州市,虎丘区,人民路,821号,万和府,5栋,1单元,1266室,215688,120.636000|31.316000,江苏省苏州市虎丘区人民路821号 万和府5栋1单元1266室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0689,integration,疑似不存在,湖北省武汉市武昌区不存在路828号龙湖天街,湖北省,武汉市,武昌区,建设路,828号,龙湖天街,8栋,6单元,1277室,430689,114.318000|30.608000,湖北省武汉市武昌区不存在路828号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0690,integration,标准地址,湖北省随州市广水市解放大道835号翡翠城11栋3单元1288室,湖北省,随州市,广水市,解放大道,835号,翡翠城,11栋,3单元,1288室,441990,113.400000|31.710000,湖北省随州市广水市解放大道835号 翡翠城11栋3单元1288室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0691,integration,标准地址,上海市上海市浦东新区创新大道842号东方明珠花园14栋8单元1299室,上海市,上海市,浦东新区,创新大道,842号,东方明珠花园,14栋,8单元,1299室,200691,121.492000|31.252000,上海市上海市浦东新区创新大道842号 东方明珠花园14栋8单元1299室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0692,integration,标准地址,北京市北京市朝阳区科创路849号海纳公馆17栋5单元1310室,北京市,北京市,朝阳区,科创路,849号,海纳公馆,17栋,5单元,1310室,100692,116.424000|39.924000,北京市北京市朝阳区科创路849号 海纳公馆17栋5单元1310室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0693,integration,标准地址,广东省深圳市罗湖区友谊路856号锦绣家园20栋2单元1321室,广东省,深圳市,罗湖区,友谊路,856号,锦绣家园,20栋,2单元,1321室,518693,114.086000|22.576000,广东省深圳市罗湖区友谊路856号 锦绣家园20栋2单元1321室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0694,integration,标准地址,江苏省苏州市虎丘区沿江大道863号金色华庭3栋7单元1332室,江苏省,苏州市,虎丘区,沿江大道,863号,金色华庭,3栋,7单元,1332室,215694,120.648000|31.328000,江苏省苏州市虎丘区沿江大道863号 金色华庭3栋7单元1332室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0695,integration,标准地址,湖北省武汉市武昌区文化路870号书香门第6栋4单元1343室,湖北省,武汉市,武昌区,文化路,870号,书香门第,6栋,4单元,1343室,430695,114.330000|30.620000,湖北省武汉市武昌区文化路870号 书香门第6栋4单元1343室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0696,integration,简称/别名,随州市广水市幸福路877号未来城9幢1354室,湖北省,随州市,广水市,幸福路,877号,未来城,9栋,1单元,1354室,441996,113.412000|31.722000,湖北省随州市广水市幸福路877号 未来城9栋1单元1354室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0697,integration,简称/别名,上海市浦东新区世纪大道884号星河湾12幢1365室,上海市,上海市,浦东新区,世纪大道,884号,星河湾,12栋,6单元,1365室,200697,121.504000|31.264000,上海市上海市浦东新区世纪大道884号 星河湾12栋6单元1365室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0698,integration,缺失门牌,北京市北京市朝阳区中山东一路万和府15栋3单元1376室,北京市,北京市,朝阳区,中山东一路,891号,万和府,15栋,3单元,1376室,100698,116.436000|39.936000,北京市北京市朝阳区中山东一路891号 万和府15栋3单元1376室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0699,integration,疑似不存在,广东省深圳市罗湖区不存在路898号龙湖天街,广东省,深圳市,罗湖区,南京西路,898号,龙湖天街,18栋,8单元,1387室,518699,114.098000|22.588000,广东省深圳市罗湖区不存在路898号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0700,integration,标准地址,江苏省苏州市虎丘区人民路905号翡翠城1栋5单元1398室,江苏省,苏州市,虎丘区,人民路,905号,翡翠城,1栋,5单元,1398室,215700,120.620000|31.300000,江苏省苏州市虎丘区人民路905号 翡翠城1栋5单元1398室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0701,integration,标准地址,湖北省武汉市武昌区建设路912号东方明珠花园4栋2单元1409室,湖北省,武汉市,武昌区,建设路,912号,东方明珠花园,4栋,2单元,1409室,430701,114.302000|30.592000,湖北省武汉市武昌区建设路912号 东方明珠花园4栋2单元1409室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0702,integration,标准地址,湖北省随州市广水市解放大道919号海纳公馆7栋7单元1420室,湖北省,随州市,广水市,解放大道,919号,海纳公馆,7栋,7单元,1420室,442002,113.384000|31.694000,湖北省随州市广水市解放大道919号 海纳公馆7栋7单元1420室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0703,integration,标准地址,上海市上海市浦东新区创新大道926号锦绣家园10栋4单元1431室,上海市,上海市,浦东新区,创新大道,926号,锦绣家园,10栋,4单元,1431室,200703,121.476000|31.236000,上海市上海市浦东新区创新大道926号 锦绣家园10栋4单元1431室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0704,integration,标准地址,北京市北京市朝阳区科创路933号金色华庭13栋1单元1442室,北京市,北京市,朝阳区,科创路,933号,金色华庭,13栋,1单元,1442室,100704,116.408000|39.908000,北京市北京市朝阳区科创路933号 金色华庭13栋1单元1442室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0705,integration,标准地址,广东省深圳市罗湖区友谊路940号书香门第16栋6单元1453室,广东省,深圳市,罗湖区,友谊路,940号,书香门第,16栋,6单元,1453室,518705,114.070000|22.560000,广东省深圳市罗湖区友谊路940号 书香门第16栋6单元1453室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0706,integration,简称/别名,苏州市虎丘区沿江大道947号未来城19幢1464室,江苏省,苏州市,虎丘区,沿江大道,947号,未来城,19栋,3单元,1464室,215706,120.632000|31.312000,江苏省苏州市虎丘区沿江大道947号 未来城19栋3单元1464室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0707,integration,简称/别名,武汉市武昌区文化路954号星河湾2幢1475室,湖北省,武汉市,武昌区,文化路,954号,星河湾,2栋,8单元,1475室,430707,114.314000|30.604000,湖北省武汉市武昌区文化路954号 星河湾2栋8单元1475室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0708,integration,缺失门牌,湖北省随州市广水市幸福路万和府5栋5单元1486室,湖北省,随州市,广水市,幸福路,961号,万和府,5栋,5单元,1486室,442008,113.396000|31.706000,湖北省随州市广水市幸福路961号 万和府5栋5单元1486室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0709,integration,疑似不存在,上海市上海市浦东新区不存在路968号龙湖天街,上海市,上海市,浦东新区,世纪大道,968号,龙湖天街,8栋,2单元,1497室,200709,121.488000|31.248000,上海市上海市浦东新区不存在路968号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0710,integration,标准地址,北京市北京市朝阳区中山东一路975号翡翠城11栋7单元1508室,北京市,北京市,朝阳区,中山东一路,975号,翡翠城,11栋,7单元,1508室,100710,116.420000|39.920000,北京市北京市朝阳区中山东一路975号 翡翠城11栋7单元1508室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0711,integration,标准地址,广东省深圳市罗湖区南京西路982号东方明珠花园14栋4单元1519室,广东省,深圳市,罗湖区,南京西路,982号,东方明珠花园,14栋,4单元,1519室,518711,114.082000|22.572000,广东省深圳市罗湖区南京西路982号 东方明珠花园14栋4单元1519室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0712,integration,标准地址,江苏省苏州市虎丘区人民路989号海纳公馆17栋1单元1530室,江苏省,苏州市,虎丘区,人民路,989号,海纳公馆,17栋,1单元,1530室,215712,120.644000|31.324000,江苏省苏州市虎丘区人民路989号 海纳公馆17栋1单元1530室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0713,integration,标准地址,湖北省武汉市武昌区建设路996号锦绣家园20栋6单元1541室,湖北省,武汉市,武昌区,建设路,996号,锦绣家园,20栋,6单元,1541室,430713,114.326000|30.616000,湖北省武汉市武昌区建设路996号 锦绣家园20栋6单元1541室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0714,integration,标准地址,湖北省随州市广水市解放大道4号金色华庭3栋3单元1552室,湖北省,随州市,广水市,解放大道,4号,金色华庭,3栋,3单元,1552室,442014,113.408000|31.718000,湖北省随州市广水市解放大道4号 金色华庭3栋3单元1552室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0715,integration,标准地址,上海市上海市浦东新区创新大道11号书香门第6栋8单元1563室,上海市,上海市,浦东新区,创新大道,11号,书香门第,6栋,8单元,1563室,200715,121.500000|31.260000,上海市上海市浦东新区创新大道11号 书香门第6栋8单元1563室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0716,integration,简称/别名,北京市朝阳区科创路18号未来城9幢1574室,北京市,北京市,朝阳区,科创路,18号,未来城,9栋,5单元,1574室,100716,116.432000|39.932000,北京市北京市朝阳区科创路18号 未来城9栋5单元1574室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0717,integration,简称/别名,深圳市罗湖区友谊路25号星河湾12幢1585室,广东省,深圳市,罗湖区,友谊路,25号,星河湾,12栋,2单元,1585室,518717,114.094000|22.584000,广东省深圳市罗湖区友谊路25号 星河湾12栋2单元1585室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0718,integration,缺失门牌,江苏省苏州市虎丘区沿江大道万和府15栋7单元1596室,江苏省,苏州市,虎丘区,沿江大道,32号,万和府,15栋,7单元,1596室,215718,120.656000|31.336000,江苏省苏州市虎丘区沿江大道32号 万和府15栋7单元1596室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0719,integration,疑似不存在,湖北省武汉市武昌区不存在路39号龙湖天街,湖北省,武汉市,武昌区,文化路,39号,龙湖天街,18栋,4单元,1607室,430719,114.338000|30.628000,湖北省武汉市武昌区不存在路39号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0720,integration,标准地址,湖北省随州市广水市幸福路46号翡翠城1栋1单元1618室,湖北省,随州市,广水市,幸福路,46号,翡翠城,1栋,1单元,1618室,442020,113.380000|31.690000,湖北省随州市广水市幸福路46号 翡翠城1栋1单元1618室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0721,integration,标准地址,上海市上海市浦东新区世纪大道53号东方明珠花园4栋6单元1629室,上海市,上海市,浦东新区,世纪大道,53号,东方明珠花园,4栋,6单元,1629室,200721,121.472000|31.232000,上海市上海市浦东新区世纪大道53号 东方明珠花园4栋6单元1629室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0722,integration,标准地址,北京市北京市朝阳区中山东一路60号海纳公馆7栋3单元1640室,北京市,北京市,朝阳区,中山东一路,60号,海纳公馆,7栋,3单元,1640室,100722,116.404000|39.904000,北京市北京市朝阳区中山东一路60号 海纳公馆7栋3单元1640室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0723,integration,标准地址,广东省深圳市罗湖区南京西路67号锦绣家园10栋8单元1651室,广东省,深圳市,罗湖区,南京西路,67号,锦绣家园,10栋,8单元,1651室,518723,114.066000|22.556000,广东省深圳市罗湖区南京西路67号 锦绣家园10栋8单元1651室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0724,integration,标准地址,江苏省苏州市虎丘区人民路74号金色华庭13栋5单元1662室,江苏省,苏州市,虎丘区,人民路,74号,金色华庭,13栋,5单元,1662室,215724,120.628000|31.308000,江苏省苏州市虎丘区人民路74号 金色华庭13栋5单元1662室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0725,integration,标准地址,湖北省武汉市武昌区建设路81号书香门第16栋2单元1673室,湖北省,武汉市,武昌区,建设路,81号,书香门第,16栋,2单元,1673室,430725,114.310000|30.600000,湖北省武汉市武昌区建设路81号 书香门第16栋2单元1673室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0726,integration,简称/别名,随州市广水市解放大道88号未来城19幢1684室,湖北省,随州市,广水市,解放大道,88号,未来城,19栋,7单元,1684室,442026,113.392000|31.702000,湖北省随州市广水市解放大道88号 未来城19栋7单元1684室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0727,integration,简称/别名,上海市浦东新区创新大道95号星河湾2幢1695室,上海市,上海市,浦东新区,创新大道,95号,星河湾,2栋,4单元,1695室,200727,121.484000|31.244000,上海市上海市浦东新区创新大道95号 星河湾2栋4单元1695室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0728,integration,缺失门牌,北京市北京市朝阳区科创路万和府5栋1单元1706室,北京市,北京市,朝阳区,科创路,102号,万和府,5栋,1单元,1706室,100728,116.416000|39.916000,北京市北京市朝阳区科创路102号 万和府5栋1单元1706室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0729,integration,疑似不存在,广东省深圳市罗湖区不存在路109号龙湖天街,广东省,深圳市,罗湖区,友谊路,109号,龙湖天街,8栋,6单元,1717室,518729,114.078000|22.568000,广东省深圳市罗湖区不存在路109号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0730,integration,标准地址,江苏省苏州市虎丘区沿江大道116号翡翠城11栋3单元1728室,江苏省,苏州市,虎丘区,沿江大道,116号,翡翠城,11栋,3单元,1728室,215730,120.640000|31.320000,江苏省苏州市虎丘区沿江大道116号 翡翠城11栋3单元1728室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0731,integration,标准地址,湖北省武汉市武昌区文化路123号东方明珠花园14栋8单元1739室,湖北省,武汉市,武昌区,文化路,123号,东方明珠花园,14栋,8单元,1739室,430731,114.322000|30.612000,湖北省武汉市武昌区文化路123号 东方明珠花园14栋8单元1739室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0732,integration,标准地址,湖北省随州市广水市幸福路130号海纳公馆17栋5单元1750室,湖北省,随州市,广水市,幸福路,130号,海纳公馆,17栋,5单元,1750室,442032,113.404000|31.714000,湖北省随州市广水市幸福路130号 海纳公馆17栋5单元1750室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0733,integration,标准地址,上海市上海市浦东新区世纪大道137号锦绣家园20栋2单元1761室,上海市,上海市,浦东新区,世纪大道,137号,锦绣家园,20栋,2单元,1761室,200733,121.496000|31.256000,上海市上海市浦东新区世纪大道137号 锦绣家园20栋2单元1761室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0734,integration,标准地址,北京市北京市朝阳区中山东一路144号金色华庭3栋7单元1772室,北京市,北京市,朝阳区,中山东一路,144号,金色华庭,3栋,7单元,1772室,100734,116.428000|39.928000,北京市北京市朝阳区中山东一路144号 金色华庭3栋7单元1772室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0735,integration,标准地址,广东省深圳市罗湖区南京西路151号书香门第6栋4单元1783室,广东省,深圳市,罗湖区,南京西路,151号,书香门第,6栋,4单元,1783室,518735,114.090000|22.580000,广东省深圳市罗湖区南京西路151号 书香门第6栋4单元1783室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0736,integration,简称/别名,苏州市虎丘区人民路158号未来城9幢1794室,江苏省,苏州市,虎丘区,人民路,158号,未来城,9栋,1单元,1794室,215736,120.652000|31.332000,江苏省苏州市虎丘区人民路158号 未来城9栋1单元1794室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0737,integration,简称/别名,武汉市武昌区建设路165号星河湾12幢1805室,湖北省,武汉市,武昌区,建设路,165号,星河湾,12栋,6单元,1805室,430737,114.334000|30.624000,湖北省武汉市武昌区建设路165号 星河湾12栋6单元1805室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
