case_id,type,shard,phase_focus,batch_id,sample_spec_id,sample_mode,candidate_count,approval_status,caller_role,fault_mode,baseline_auto_pass_rate,baseline_review_rate,baseline_human_required_rate,baseline_consistency_score,baseline_quality_gate_pass_rate,baseline_review_accept_rate,candidate_auto_pass_rate,candidate_review_rate,candidate_human_required_rate,candidate_consistency_score,candidate_quality_gate_pass_rate,candidate_review_accept_rate,expected_recommendation,expected_http,expected_activation_allowed,expected_replay_available,expected_audit_events,time_budget_seconds
INT-0650,integration,07,C1_tools_contract,batch-0650,ss-03,sample_spec,3,rejected,admin,none,0.570,0.430,0.204,0.850,0.894,0.796,0.590,0.410,0.214,0.855,0.894,0.806,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0651,integration,07,C1_tools_contract,batch-0651,ss-04,sample_spec,3,pending,reviewer,none,0.580,0.420,0.156,0.855,0.900,0.803,0.610,0.390,0.136,0.865,0.910,0.823,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0652,integration,07,C1_tools_contract,batch-0652,ss-05,sample_spec,3,approved,operator,none,0.590,0.410,0.164,0.860,0.906,0.810,0.580,0.420,0.194,0.820,0.876,0.790,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0653,integration,07,C1_tools_contract,batch-0653,ss-06,sample_spec,3,pending,operator,none,0.600,0.400,0.172,0.865,0.912,0.817,0.620,0.380,0.182,0.870,0.912,0.827,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0654,integration,07,C1_tools_contract,batch-0654,ss-07,sample_spec,3,pending,operator,none,0.610,0.390,0.180,0.870,0.882,0.824,0.640,0.360,0.160,0.880,0.892,0.844,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0655,integration,07,C1_tools_contract,batch-0655,ss-08,sample_spec,3,pending,admin,none,0.620,0.380,0.188,0.875,0.888,0.831,0.610,0.390,0.218,0.835,0.858,0.811,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0656,integration,07,C1_tools_contract,batch-0656,ss-09,full,3,approved,operator,timeout,0.630,0.370,0.196,0.880,0.894,0.782,0.650,0.350,0.206,0.885,0.894,0.792,reject,400,false,false,agent_run_start|tool_call|error_response,180
INT-0657,integration,07,C1_tools_contract,batch-0657,ss-10,sample_spec,3,pending,operator,tool_5xx,0.640,0.360,0.204,0.840,0.900,0.789,0.670,0.330,0.184,0.850,0.910,0.809,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0658,integration,07,C1_tools_contract,batch-0658,ss-11,sample_spec,3,pending,reviewer,none,0.650,0.350,0.156,0.845,0.906,0.796,0.640,0.360,0.186,0.805,0.876,0.776,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0659,integration,07,C1_tools_contract,batch-0659,ss-12,sample_spec,3,pending,operator,none,0.660,0.340,0.164,0.850,0.912,0.803,0.680,0.320,0.174,0.855,0.912,0.813,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0660,integration,07,C1_tools_contract,batch-0660,ss-13,sample_spec,3,approved,admin,schema_mismatch,0.570,0.430,0.172,0.855,0.882,0.810,0.600,0.400,0.152,0.865,0.892,0.830,accept,500,false,false,agent_run_start|tool_call|error_response,180
INT-0661,integration,07,C1_tools_contract,batch-0661,ss-14,sample_spec,3,pending,operator,none,0.580,0.420,0.180,0.860,0.888,0.817,0.570,0.430,0.210,0.820,0.858,0.797,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0662,integration,07,C1_tools_contract,batch-0662,ss-15,sample_spec,3,pending,operator,none,0.590,0.410,0.188,0.865,0.894,0.824,0.610,0.390,0.198,0.870,0.894,0.834,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0663,integration,07,C1_tools_contract,batch-0663,ss-16,sample_spec,3,rejected,anonymous,none,0.600,0.400,0.196,0.870,0.900,0.831,0.630,0.370,0.176,0.880,0.910,0.851,accept,401,false,false,agent_run_start|tool_call|error_response,180
INT-0664,integration,07,C1_tools_contract,batch-0664,ss-17,sample_spec,3,approved,operator,timeout,0.610,0.390,0.204,0.875,0.906,0.782,0.600,0.400,0.234,0.835,0.876,0.762,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0665,integration,07,C1_tools_contract,batch-0665,ss-18,sample_spec,3,pending,reviewer,event_drop,0.620,0.380,0.156,0.880,0.912,0.789,0.640,0.360,0.166,0.885,0.912,0.799,reject,200,false,false,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0666,integration,07,C1_tools_contract,batch-0666,ss-19,sample_spec,4,pending,operator,tool_5xx,0.630,0.370,0.164,0.840,0.882,0.796,0.660,0.340,0.144,0.850,0.892,0.816,reject,400,false,false,agent_run_start|tool_call|error_response,180
INT-0667,integration,07,C1_tools_contract,batch-0667,ss-20,sample_spec,3,pending,operator,none,0.640,0.360,0.172,0.845,0.888,0.803,0.630,0.370,0.202,0.805,0.858,0.783,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0668,integration,07,C1_tools_contract,batch-0668,ss-21,sample_spec,3,approved,operator,none,0.650,0.350,0.180,0.850,0.894,0.810,0.670,0.330,0.190,0.855,0.894,0.820,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0669,integration,07,C1_tools_contract,batch-0669,ss-22,sample_spec,3,pending,operator,none,0.660,0.340,0.188,0.855,0.900,0.817,0.690,0.310,0.168,0.865,0.910,0.837,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0670,integration,07,C1_tools_contract,batch-0670,ss-23,sample_spec,3,pending,admin,none,0.570,0.430,0.196,0.860,0.906,0.824,0.560,0.440,0.226,0.820,0.876,0.804,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0671,integration,07,C1_tools_contract,batch-0671,ss-24,sample_spec,3,pending,operator,schema_mismatch,0.580,0.420,0.204,0.865,0.912,0.831,0.600,0.400,0.214,0.870,0.912,0.841,reject,500,false,false,agent_run_start|tool_call|error_response,180
INT-0672,integration,07,C1_tools_contract,batch-0672,ss-01,sample_spec,3,approved,reviewer,timeout,0.590,0.410,0.156,0.870,0.882,0.782,0.620,0.380,0.136,0.880,0.892,0.802,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0673,integration,07,C1_tools_contract,batch-0673,ss-02,sample_spec,3,pending,operator,none,0.600,0.400,0.164,0.875,0.888,0.789,0.590,0.410,0.194,0.835,0.858,0.769,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0674,integration,07,C1_tools_contract,batch-0674,ss-03,sample_spec,3,pending,operator,none,0.610,0.390,0.172,0.880,0.894,0.796,0.630,0.370,0.182,0.885,0.894,0.806,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0675,integration,07,C1_tools_contract,batch-0675,ss-04,sample_spec,3,pending,admin,tool_5xx,0.620,0.380,0.180,0.840,0.900,0.803,0.650,0.350,0.160,0.850,0.910,0.823,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0676,integration,07,C1_tools_contract,batch-0676,ss-05,sample_spec,3,rejected,operator,none,0.630,0.370,0.188,0.845,0.906,0.810,0.620,0.380,0.218,0.805,0.876,0.790,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0677,integration,07,C1_tools_contract,batch-0677,ss-06,sample_spec,3,pending,operator,none,0.640,0.360,0.196,0.850,0.912,0.817,0.660,0.340,0.206,0.855,0.912,0.827,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0678,integration,07,C1_tools_contract,batch-0678,ss-07,sample_spec,3,pending,operator,none,0.650,0.350,0.204,0.855,0.882,0.824,0.680,0.320,0.184,0.865,0.892,0.844,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0679,integration,07,C1_tools_contract,batch-0679,ss-08,sample_spec,3,pending,reviewer,none,0.660,0.340,0.156,0.860,0.888,0.831,0.650,0.350,0.186,0.820,0.858,0.811,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0680,integration,07,C1_tools_contract,batch-0680,ss-09,sample_spec,3,approved,anonymous,timeout,0.570,0.430,0.164,0.865,0.894,0.782,0.590,0.410,0.174,0.870,0.894,0.792,reject,401,false,false,agent_run_start|tool_call|error_response,180
INT-0681,integration,07,C1_tools_contract,batch-0681,ss-10,sample_spec,3,pending,operator,none,0.580,0.420,0.172,0.870,0.900,0.789,0.610,0.390,0.152,0.880,0.910,0.809,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0682,integration,07,C1_tools_contract,batch-0682,ss-11,sample_spec,3,pending,operator,schema_mismatch,0.590,0.410,0.180,0.875,0.906,0.796,0.580,0.420,0.210,0.835,0.876,0.776,reject,500,false,false,agent_run_start|tool_call|error_response,180
INT-0683,integration,07,C1_tools_contract,batch-0683,ss-12,sample_spec,3,pending,operator,none,0.600,0.400,0.188,0.880,0.912,0.803,0.620,0.380,0.198,0.885,0.912,0.813,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0684,integration,07,C1_tools_contract,batch-0684,ss-13,sample_spec,3,approved,operator,event_drop,0.610,0.390,0.196,0.840,0.882,0.810,0.640,0.360,0.176,0.850,0.892,0.830,accept,200,false,false,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0685,integration,07,C1_tools_contract,batch-0685,ss-14,sample_spec,3,pending,admin,none,0.620,0.380,0.204,0.845,0.888,0.817,0.610,0.390,0.234,0.805,0.858,0.797,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0686,integration,07,C1_tools_contract,batch-0686,ss-15,sample_spec,3,pending,reviewer,none,0.630,0.370,0.156,0.850,0.894,0.824,0.650,0.350,0.166,0.855,0.894,0.834,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0687,integration,07,C1_tools_contract,batch-0687,ss-16,sample_spec,3,pending,operator,none,0.640,0.360,0.164,0.855,0.900,0.831,0.670,0.330,0.144,0.865,0.910,0.851,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0688,integration,07,C1_tools_contract,batch-0688,ss-17,sample_spec,3,approved,operator,timeout,0.650,0.350,0.172,0.860,0.906,0.782,0.640,0.360,0.202,0.820,0.876,0.762,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0689,integration,07,C1_tools_contract,batch-0689,ss-18,sample_spec,0,rejected,operator,none,0.660,0.340,0.180,0.865,0.912,0.789,0.680,0.320,0.190,0.870,0.912,0.799,reject,400,false,false,agent_run_start|tool_call|error_response,180
INT-0690,integration,07,C1_tools_contract,batch-0690,ss-19,sample_spec,3,pending,admin,none,0.570,0.430,0.188,0.870,0.882,0.796,0.600,0.400,0.168,0.880,0.892,0.816,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0691,integration,07,C1_tools_contract,batch-0691,ss-20,sample_spec,3,pending,operator,none,0.580,0.420,0.196,0.875,0.888,0.803,0.570,0.430,0.226,0.835,0.858,0.783,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0692,integration,07,C1_tools_contract,batch-0692,ss-21,sample_spec,3,approved,operator,none,0.590,0.410,0.204,0.880,0.894,0.810,0.610,0.390,0.214,0.885,0.894,0.820,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0693,integration,07,C1_tools_contract,batch-0693,ss-22,sample_spec,3,pending,reviewer,schema_mismatch,0.600,0.400,0.156,0.840,0.900,0.817,0.630,0.370,0.136,0.850,0.910,0.837,accept,500,false,false,agent_run_start|tool_call|error_response,180
INT-0694,integration,07,C1_tools_contract,batch-0694,ss-23,sample_spec,3,pending,operator,none,0.610,0.390,0.164,0.845,0.906,0.824,0.600,0.400,0.194,0.805,0.876,0.804,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0695,integration,07,C1_tools_contract,batch-0695,ss-24,sample_spec,3,pending,admin,none,0.620,0.380,0.172,0.850,0.912,0.831,0.640,0.360,0.182,0.855,0.912,0.841,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0696,integration,07,C1_tools_contract,batch-0696,ss-01,sample_spec,3,approved,operator,timeout,0.630,0.370,0.180,0.855,0.882,0.782,0.660,0.340,0.160,0.865,0.892,0.802,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0697,integration,07,C1_tools_contract,batch-0697,ss-02,full,3,pending,anonymous,none,0.640,0.360,0.188,0.860,0.888,0.789,0.630,0.370,0.218,0.820,0.858,0.769,reject,400,false,false,agent_run_start|tool_call|error_response,180
INT-0698,integration,07,C1_tools_contract,batch-0698,ss-03,sample_spec,3,pending,operator,none,0.650,0.350,0.196,0.865,0.894,0.796,0.670,0.330,0.206,0.870,0.894,0.806,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0699,integration,07,C1_tools_contract,batch-0699,ss-04,sample_spec,3,pending,operator,none,0.660,0.340,0.204,0.870,0.900,0.803,0.690,0.310,0.184,0.880,0.910,0.823,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0700,integration,07,C1_tools_contract,batch-0700,ss-05,sample_spec,3,approved,reviewer,none,0.570,0.430,0.156,0.875,0.906,0.810,0.560,0.440,0.186,0.835,0.876,0.790,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0701,integration,08,C2_audit_events,batch-0701,ss-06,sample_spec,3,pending,operator,none,0.580,0.420,0.164,0.880,0.912,0.817,0.600,0.400,0.174,0.885,0.912,0.827,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0702,integration,08,C2_audit_events,batch-0702,ss-07,sample_spec,3,rejected,operator,tool_5xx,0.590,0.410,0.172,0.840,0.882,0.824,0.620,0.380,0.152,0.850,0.892,0.844,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0703,integration,08,C2_audit_events,batch-0703,ss-08,sample_spec,4,pending,operator,event_drop,0.600,0.400,0.180,0.845,0.888,0.831,0.590,0.410,0.210,0.805,0.858,0.811,reject,400,false,false,agent_run_start|tool_call|error_response,180
INT-0704,integration,08,C2_audit_events,batch-0704,ss-09,sample_spec,3,approved,operator,schema_mismatch,0.610,0.390,0.188,0.850,0.894,0.782,0.630,0.370,0.198,0.855,0.894,0.792,reject,500,false,false,agent_run_start|tool_call|error_response,180
INT-0705,integration,08,C2_audit_events,batch-0705,ss-10,sample_spec,3,pending,admin,none,0.620,0.380,0.196,0.855,0.900,0.789,0.650,0.350,0.176,0.865,0.910,0.809,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0706,integration,08,C2_audit_events,batch-0706,ss-11,sample_spec,3,pending,operator,none,0.630,0.370,0.204,0.860,0.906,0.796,0.620,0.380,0.234,0.820,0.876,0.776,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0707,integration,08,C2_audit_events,batch-0707,ss-12,sample_spec,3,pending,reviewer,none,0.640,0.360,0.156,0.865,0.912,0.803,0.660,0.340,0.166,0.870,0.912,0.813,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0708,integration,08,C2_audit_events,batch-0708,ss-13,sample_spec,3,approved,operator,none,0.650,0.350,0.164,0.870,0.882,0.810,0.680,0.320,0.144,0.880,0.892,0.830,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0709,integration,08,C2_audit_events,batch-0709,ss-14,sample_spec,3,pending,operator,none,0.660,0.340,0.172,0.875,0.888,0.817,0.650,0.350,0.202,0.835,0.858,0.797,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0710,integration,08,C2_audit_events,batch-0710,ss-15,sample_spec,3,pending,admin,none,0.570,0.430,0.180,0.880,0.894,0.824,0.590,0.410,0.190,0.885,0.894,0.834,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0711,integration,08,C2_audit_events,batch-0711,ss-16,sample_spec,3,pending,operator,tool_5xx,0.580,0.420,0.188,0.840,0.900,0.831,0.610,0.390,0.168,0.850,0.910,0.851,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0712,integration,08,C2_audit_events,batch-0712,ss-17,sample_spec,3,approved,operator,timeout,0.590,0.410,0.196,0.845,0.906,0.782,0.580,0.420,0.226,0.805,0.876,0.762,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0713,integration,08,C2_audit_events,batch-0713,ss-18,sample_spec,3,pending,operator,none,0.600,0.400,0.204,0.850,0.912,0.789,0.620,0.380,0.214,0.855,0.912,0.799,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0714,integration,08,C2_audit_events,batch-0714,ss-19,sample_spec,3,pending,anonymous,none,0.610,0.390,0.156,0.855,0.882,0.796,0.640,0.360,0.136,0.865,0.892,0.816,accept,401,false,false,agent_run_start|tool_call|error_response,180
INT-0715,integration,08,C2_audit_events,batch-0715,ss-20,sample_spec,3,rejected,admin,schema_mismatch,0.620,0.380,0.164,0.860,0.888,0.803,0.610,0.390,0.194,0.820,0.858,0.783,reject,500,false,false,agent_run_start|tool_call|error_response,180
INT-0716,integration,08,C2_audit_events,batch-0716,ss-21,sample_spec,3,approved,operator,none,0.630,0.370,0.172,0.865,0.894,0.810,0.650,0.350,0.182,0.870,0.894,0.820,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0717,integration,08,C2_audit_events,batch-0717,ss-22,sample_spec,3,pending,operator,none,0.640,0.360,0.180,0.870,0.900,0.817,0.670,0.330,0.160,0.880,0.910,0.837,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0718,integration,08,C2_audit_events,batch-0718,ss-23,sample_spec,3,pending,operator,none,0.650,0.350,0.188,0.875,0.906,0.824,0.640,0.360,0.218,0.835,0.876,0.804,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0719,integration,08,C2_audit_events,batch-0719,ss-24,sample_spec,3,pending,operator,none,0.660,0.340,0.196,0.880,0.912,0.831,0.680,0.320,0.206,0.885,0.912,0.841,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0720,integration,08,C2_audit_events,batch-0720,ss-01,sample_spec,3,approved,admin,tool_5xx,0.570,0.430,0.204,0.840,0.882,0.782,0.600,0.400,0.184,0.850,0.892,0.802,accept,200,true,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed|ruleset_activated,180
INT-0721,integration,08,C2_audit_events,batch-0721,ss-02,sample_spec,3,pending,reviewer,none,0.580,0.420,0.156,0.845,0.888,0.789,0.570,0.430,0.186,0.805,0.858,0.769,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0722,integration,08,C2_audit_events,batch-0722,ss-03,sample_spec,3,pending,operator,event_drop,0.590,0.410,0.164,0.850,0.894,0.796,0.610,0.390,0.174,0.855,0.894,0.806,reject,200,false,false,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0723,integration,08,C2_audit_events,batch-0723,ss-04,sample_spec,3,pending,operator,none,0.600,0.400,0.172,0.855,0.900,0.803,0.630,0.370,0.152,0.865,0.910,0.823,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0724,integration,08,C2_audit_events,batch-0724,ss-05,sample_spec,3,approved,operator,none,0.610,0.390,0.180,0.860,0.906,0.810,0.600,0.400,0.210,0.820,0.876,0.790,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0725,integration,08,C2_audit_events,batch-0725,ss-06,sample_spec,3,pending,admin,none,0.620,0.380,0.188,0.865,0.912,0.817,0.640,0.360,0.198,0.870,0.912,0.827,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0726,integration,08,C2_audit_events,batch-0726,ss-07,sample_spec,3,pending,operator,schema_mismatch,0.630,0.370,0.196,0.870,0.882,0.824,0.660,0.340,0.176,0.880,0.892,0.844,accept,500,false,false,agent_run_start|tool_call|error_response,180
INT-0727,integration,08,C2_audit_events,batch-0727,ss-08,sample_spec,3,pending,operator,none,0.640,0.360,0.204,0.875,0.888,0.831,0.630,0.370,0.234,0.835,0.858,0.811,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0728,integration,08,C2_audit_events,batch-0728,ss-09,sample_spec,3,rejected,reviewer,timeout,0.650,0.350,0.156,0.880,0.894,0.782,0.670,0.330,0.166,0.885,0.894,0.792,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0729,integration,08,C2_audit_events,batch-0729,ss-10,sample_spec,3,pending,operator,tool_5xx,0.660,0.340,0.164,0.840,0.900,0.789,0.690,0.310,0.144,0.850,0.910,0.809,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0730,integration,08,C2_audit_events,batch-0730,ss-11,sample_spec,3,pending,admin,none,0.570,0.430,0.172,0.845,0.906,0.796,0.560,0.440,0.202,0.805,0.876,0.776,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0731,integration,08,C2_audit_events,batch-0731,ss-12,sample_spec,3,pending,anonymous,none,0.580,0.420,0.180,0.850,0.912,0.803,0.600,0.400,0.190,0.855,0.912,0.813,reject,401,false,false,agent_run_start|tool_call|error_response,180
INT-0732,integration,08,C2_audit_events,batch-0732,ss-13,sample_spec,3,approved,operator,none,0.590,0.410,0.188,0.855,0.882,0.810,0.620,0.380,0.168,0.865,0.892,0.830,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0733,integration,08,C2_audit_events,batch-0733,ss-14,sample_spec,3,pending,operator,none,0.600,0.400,0.196,0.860,0.888,0.817,0.590,0.410,0.226,0.820,0.858,0.797,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0734,integration,08,C2_audit_events,batch-0734,ss-15,sample_spec,3,pending,operator,none,0.610,0.390,0.204,0.865,0.894,0.824,0.630,0.370,0.214,0.870,0.894,0.834,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0735,integration,08,C2_audit_events,batch-0735,ss-16,sample_spec,3,pending,reviewer,none,0.620,0.380,0.156,0.870,0.900,0.831,0.650,0.350,0.136,0.880,0.910,0.851,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0736,integration,08,C2_audit_events,batch-0736,ss-17,sample_spec,3,approved,operator,timeout,0.630,0.370,0.164,0.875,0.906,0.782,0.620,0.380,0.194,0.835,0.876,0.762,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0737,integration,08,C2_audit_events,batch-0737,ss-18,sample_spec,3,pending,operator,schema_mismatch,0.640,0.360,0.172,0.880,0.912,0.789,0.660,0.340,0.182,0.885,0.912,0.799,reject,500,false,false,agent_run_start|tool_call|error_response,180
INT-0738,integration,08,C2_audit_events,batch-0738,ss-19,full,3,pending,operator,tool_5xx,0.650,0.350,0.180,0.840,0.882,0.796,0.680,0.320,0.160,0.850,0.892,0.816,reject,400,false,false,agent_run_start|tool_call|error_response,180
INT-0739,integration,08,C2_audit_events,batch-0739,ss-20,sample_spec,3,pending,operator,none,0.660,0.340,0.188,0.845,0.888,0.803,0.650,0.350,0.218,0.805,0.858,0.783,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0740,integration,08,C2_audit_events,batch-0740,ss-21,sample_spec,4,approved,admin,none,0.570,0.430,0.196,0.850,0.894,0.810,0.590,0.410,0.206,0.855,0.894,0.820,reject,400,false,false,agent_run_start|tool_call|error_response,180
INT-0741,integration,08,C2_audit_events,batch-0741,ss-22,sample_spec,3,rejected,operator,event_drop,0.580,0.420,0.204,0.855,0.900,0.817,0.610,0.390,0.184,0.865,0.910,0.837,accept,200,false,false,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
